hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,total_stay_nights,total_guests,total_previous_bookings,estimated_revenue,arrival_month_num,arrival_day,arrival_weekday
City Hotel,1,91,2016,March,12,18,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,0.0,20,Transient,75.0,0,0,Canceled,03-02-2016,2016-03-18,2,1,0,150.0,3,18,4
City Hotel,0,50,2016,April,16,12,0,3,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Transient,164.25,0,2,Check-Out,15-04-2016,2016-04-12,3,3,0,492.75,4,12,1
City Hotel,0,32,2016,October,43,22,2,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,118.0,0,2,Check-Out,29-10-2016,2016-10-22,7,2,0,826.0,10,22,5
City Hotel,1,19,2015,October,41,6,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,0.0,0,Transient,80.0,0,0,Canceled,17-09-2015,2015-10-06,3,1,1,240.0,10,6,1
City Hotel,0,61,2016,April,18,30,1,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,85.0,0.0,0,Transient,89.75,0,1,Check-Out,02-05-2016,2016-04-30,2,2,0,179.5,4,30,5
City Hotel,0,297,2017,July,29,21,2,2,2,1,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0.0,0,Transient,102.1,0,0,Check-Out,25-07-2017,2017-07-21,4,3,0,408.4,7,21,4
City Hotel,0,131,2017,June,23,8,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,144.0,0,1,Check-Out,11-06-2017,2017-06-08,3,2,0,432.0,6,8,3
Resort Hotel,0,228,2016,September,37,5,6,15,2,0,0,HB,DEU,Direct,Direct,0,0,1,D,D,0,No Deposit,0.0,0.0,0,Transient,88.0,0,1,Check-Out,26-09-2016,2016-09-05,21,2,1,1848.0,9,5,0
City Hotel,1,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,Canceled,21-10-2015,2016-06-02,2,2,0,124.0,6,2,3
City Hotel,1,53,2016,May,21,18,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.9,0,0,Canceled,28-03-2016,2016-05-18,2,2,0,253.8,5,18,2
City Hotel,0,144,2016,June,27,26,2,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,85.5,0,1,Check-Out,28-06-2016,2016-06-26,2,2,0,171.0,6,26,6
Resort Hotel,0,36,2015,December,53,27,2,0,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,0.0,0,Transient,55.4,1,0,Check-Out,29-12-2015,2015-12-27,2,2,0,110.8,12,27,6
City Hotel,1,313,2017,April,17,29,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,0.0,0,Transient,90.0,0,0,Canceled,23-02-2017,2017-04-29,3,2,0,270.0,4,29,5
Resort Hotel,1,32,2016,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,0.0,0,Transient-Party,69.36,0,0,Canceled,18-03-2016,2016-04-19,7,2,0,485.52,4,19,1
City Hotel,1,524,2016,December,51,15,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,62.8,0,0,Canceled,21-10-2015,2016-12-15,2,2,0,125.6,12,15,3
City Hotel,1,56,2017,March,12,21,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,0.0,0,Transient,85.0,0,0,Canceled,24-01-2017,2017-03-21,3,2,0,255.0,3,21,1
City Hotel,1,138,2016,August,34,18,0,2,3,0,0,BB,ARE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,142.2,0,0,Canceled,18-08-2016,2016-08-18,2,3,0,284.4,8,18,3
City Hotel,0,156,2016,August,35,21,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,103.5,1,0,Check-Out,24-08-2016,2016-08-21,3,2,0,310.5,8,21,6
City Hotel,0,164,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,0.0,0,Transient-Party,100.0,0,0,Check-Out,04-10-2015,2015-10-02,2,1,0,200.0,10,2,4
Resort Hotel,0,8,2015,November,48,25,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,7,A,D,0,No Deposit,0.0,204.0,0,Transient,35.0,0,1,Check-Out,26-11-2015,2015-11-25,1,1,7,35.0,11,25,2
Resort Hotel,0,2,2016,November,47,18,0,2,2,0,0,HB,DEU,Direct,TA/TO,0,0,0,A,D,0,No Deposit,0.0,0.0,0,Transient,73.8,0,2,Check-Out,20-11-2016,2016-11-18,2,2,0,147.6,11,18,4
City Hotel,1,391,2016,July,31,27,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,65.0,0,0,Canceled,09-12-2015,2016-07-27,2,2,0,130.0,7,27,2
City Hotel,0,66,2016,November,48,24,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,75.0,0,0,Check-Out,27-11-2016,2016-11-24,3,2,0,225.0,11,24,3
City Hotel,0,256,2016,August,36,31,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,90.95,0,0,Check-Out,04-09-2016,2016-08-31,4,2,0,363.8,8,31,2
City Hotel,1,94,2016,August,35,23,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,117.9,0,0,Canceled,22-05-2016,2016-08-23,2,2,0,235.8,8,23,1
Resort Hotel,0,94,2017,February,7,13,1,3,3,0,0,HB,JAM,Groups,TA/TO,0,0,0,A,A,1,No Deposit,152.0,0.0,0,Transient-Party,88.0,0,0,Check-Out,17-02-2017,2017-02-13,4,3,0,352.0,2,13,0
City Hotel,0,56,2016,March,10,3,1,3,2,0,0,BB,ESP,Groups,Corporate,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,72.0,0,0,Check-Out,07-03-2016,2016-03-03,4,2,0,288.0,3,3,3
City Hotel,1,191,2017,April,14,6,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0.0,0,Transient,88.4,0,0,Canceled,28-09-2016,2017-04-06,5,2,0,442.0,4,6,3
Resort Hotel,1,9,2016,July,27,1,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,0.0,0,Transient,169.0,0,1,No-Show,01-07-2016,2016-07-01,2,2,0,338.0,7,1,4
City Hotel,0,81,2016,October,45,30,2,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,79.8,0,0,Check-Out,02-11-2016,2016-10-30,3,2,0,239.39999999999998,10,30,6
City Hotel,1,150,2016,January,4,18,1,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,19.0,0.0,63,Transient-Party,80.0,0,0,Canceled,14-12-2015,2016-01-18,5,1,0,400.0,1,18,0
Resort Hotel,0,210,2017,August,33,19,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,261.0,0.0,0,Transient,187.24,0,0,Check-Out,26-08-2017,2017-08-19,7,3,0,1310.68,8,19,5
City Hotel,0,448,2017,June,24,17,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0.0,0,Transient-Party,112.67,0,1,Check-Out,20-06-2017,2017-06-17,3,2,0,338.01,6,17,5
City Hotel,0,152,2016,July,29,10,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,0.0,0,Transient,134.3,0,3,Check-Out,14-07-2016,2016-07-10,4,2,0,537.2,7,10,6
City Hotel,0,14,2015,September,36,4,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,15.0,0.0,0,Transient,113.0,1,3,Check-Out,08-09-2015,2015-09-04,4,2,0,452.0,9,4,4
City Hotel,1,135,2017,April,16,21,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0.0,0,Transient,90.0,0,0,Canceled,07-12-2016,2017-04-21,3,2,0,270.0,4,21,4
City Hotel,0,36,2016,September,40,28,0,3,2,0,0,BB,DEU,Groups,TA/TO,0,0,0,A,B,0,No Deposit,21.0,0.0,0,Transient-Party,87.0,0,0,Check-Out,01-10-2016,2016-09-28,3,2,0,261.0,9,28,2
City Hotel,0,70,2016,January,5,27,2,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,0.0,0,Transient,52.0,0,0,Check-Out,03-02-2016,2016-01-27,7,2,0,364.0,1,27,2
Resort Hotel,0,236,2016,May,20,12,0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,I,0,No Deposit,315.0,0.0,0,Transient-Party,54.0,1,0,Check-Out,15-05-2016,2016-05-12,3,2,0,162.0,5,12,3
City Hotel,0,1,2017,February,5,3,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,117.0,0,1,Check-Out,06-02-2017,2017-02-03,3,2,0,351.0,2,3,4
City Hotel,1,316,2017,May,19,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,123.3,0,1,Canceled,09-01-2017,2017-05-10,2,2,0,246.6,5,10,2
City Hotel,0,200,2015,October,40,2,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,89.25,0,1,Check-Out,05-10-2015,2015-10-02,3,2,0,267.75,10,2,4
City Hotel,1,277,2016,November,46,7,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,0.0,0,Transient,100.0,0,0,Canceled,04-04-2016,2016-11-07,3,2,0,300.0,11,7,0
City Hotel,0,2,2015,August,33,9,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,67.5,0,2,Check-Out,10-08-2015,2015-08-09,1,2,0,67.5,8,9,6
Resort Hotel,0,242,2017,May,18,1,4,10,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75.0,0.0,0,Transient,84.15,0,1,Check-Out,15-05-2017,2017-05-01,14,2,0,1178.1000000000001,5,1,0
City Hotel,0,4,2016,February,7,7,2,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,76.22,1,1,Check-Out,11-02-2016,2016-02-07,4,1,0,304.88,2,7,6
City Hotel,1,56,2016,June,24,8,0,1,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,0.0,0,Transient-Party,120.0,0,0,Canceled,02-06-2016,2016-06-08,1,2,0,120.0,6,8,2
City Hotel,1,253,2016,September,40,26,1,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,2.0,0,0,Canceled,18-01-2016,2016-09-26,3,1,0,6.0,9,26,0
City Hotel,1,357,2017,May,21,24,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,109.8,0,1,Canceled,10-05-2017,2017-05-24,2,2,0,219.6,5,24,2
City Hotel,1,118,2017,June,23,10,0,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,160.0,0,0,Canceled,26-04-2017,2017-06-10,1,2,0,160.0,6,10,5
Resort Hotel,0,170,2017,July,29,16,5,10,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,0.0,0,Transient,163.8,0,0,Check-Out,31-07-2017,2017-07-16,15,2,0,2457.0,7,16,6
Resort Hotel,0,207,2016,October,41,4,1,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243.0,0.0,0,Transient,70.0,0,0,Check-Out,10-10-2016,2016-10-04,6,2,0,420.0,10,4,1
City Hotel,1,87,2017,April,15,15,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,95.0,0,0,Canceled,18-01-2017,2017-04-15,4,2,0,380.0,4,15,5
City Hotel,1,37,2017,March,11,15,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,378.0,0.0,0,Transient,110.0,0,0,Canceled,06-02-2017,2017-03-15,2,2,0,220.0,3,15,2
City Hotel,0,110,2017,April,15,10,1,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,99.0,0,1,Check-Out,13-04-2017,2017-04-10,3,2,0,297.0,4,10,0
Resort Hotel,0,0,2015,November,45,4,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,44.1,0,1,Check-Out,06-11-2015,2015-11-04,2,1,0,88.2,11,4,2
City Hotel,1,74,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,0.0,0,Transient-Party,101.5,0,0,Canceled,06-07-2015,2015-09-18,2,2,0,203.0,9,18,4
Resort Hotel,0,143,2017,March,10,5,2,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,177.0,0.0,0,Transient,52.4,0,0,Check-Out,12-03-2017,2017-03-05,7,2,0,366.8,3,5,6
City Hotel,0,2,2015,December,50,11,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,94.0,1,0,Check-Out,12-12-2015,2015-12-11,1,2,0,94.0,12,11,4
City Hotel,1,344,2016,June,25,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,Canceled,21-10-2015,2016-06-16,2,2,0,124.0,6,16,3
City Hotel,1,43,2016,November,49,29,4,11,1,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,1,Canceled,14-11-2016,2016-11-29,15,1,0,1122.0,11,29,1
City Hotel,0,100,2017,August,31,1,2,5,2,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,125.0,0,0,Check-Out,08-08-2017,2017-08-01,7,2,0,875.0,8,1,1
City Hotel,1,92,2015,July,27,1,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,2,Canceled,23-06-2015,2015-07-01,6,2,0,459.0,7,1,2
City Hotel,1,215,2017,April,15,14,2,2,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,110.0,0,1,Canceled,31-10-2016,2017-04-14,4,2,0,440.0,4,14,4
Resort Hotel,1,208,2016,April,17,19,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,Non Refund,273.0,0.0,0,Transient,60.3,0,0,Canceled,18-03-2016,2016-04-19,7,2,0,422.09999999999997,4,19,1
City Hotel,0,158,2017,March,13,27,1,1,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,0.0,0,Transient-Party,95.0,0,1,Check-Out,29-03-2017,2017-03-27,2,2,0,190.0,3,27,0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,14-08-2015,2015-10-09,3,2,0,276.0,10,9,4
Resort Hotel,0,49,2015,July,31,27,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,118.17,0,0,Check-Out,02-08-2015,2015-07-27,6,2,0,709.02,7,27,0
Resort Hotel,0,0,2017,February,7,17,1,2,2,0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,76.0,0,0,Check-Out,20-02-2017,2017-02-17,3,2,0,228.0,2,17,4
City Hotel,0,133,2017,July,27,7,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,2,Check-Out,10-07-2017,2017-07-07,3,2,0,321.29999999999995,7,7,4
City Hotel,1,80,2017,January,3,20,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,93.6,0,0,Canceled,04-01-2017,2017-01-20,2,2,0,187.2,1,20,4
Resort Hotel,1,199,2016,May,19,2,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,0.0,0,Transient-Party,85.0,0,0,Canceled,18-04-2016,2016-05-02,2,2,0,170.0,5,2,0
Resort Hotel,1,40,2016,July,30,22,2,4,2,0,0,BB,DZA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,194.0,0,0,Canceled,12-06-2016,2016-07-22,6,2,0,1164.0,7,22,4
City Hotel,1,2,2016,November,45,2,0,2,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,0.0,153.0,0,Transient,94.0,0,0,Canceled,02-11-2016,2016-11-02,2,1,0,188.0,11,2,2
City Hotel,0,13,2016,March,14,27,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,0.0,0,Transient,79.15,0,0,Check-Out,31-03-2016,2016-03-27,4,2,0,316.6,3,27,6
City Hotel,0,5,2016,November,46,6,2,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,106.68,0,1,Check-Out,11-11-2016,2016-11-06,5,2,0,533.4000000000001,11,6,6
City Hotel,1,153,2015,August,32,3,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0.0,0,Transient,60.0,0,0,Canceled,19-05-2015,2015-08-03,3,2,1,180.0,8,3,0
City Hotel,0,54,2016,February,7,8,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,75.95,0,1,Check-Out,13-02-2016,2016-02-08,5,2,0,379.75,2,8,0
Resort Hotel,0,10,2017,February,7,12,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Check-Out,13-02-2017,2017-02-12,1,2,0,48.0,2,12,6
Resort Hotel,1,23,2016,August,32,4,0,3,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,272.7,0,0,Canceled,30-07-2016,2016-08-04,3,3,0,818.0999999999999,8,4,3
City Hotel,0,235,2016,August,32,6,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient-Party,105.3,1,2,Check-Out,08-08-2016,2016-08-06,2,2,0,210.6,8,6,5
City Hotel,0,242,2016,October,44,28,2,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,95.13,0,1,Check-Out,01-11-2016,2016-10-28,4,3,0,380.52,10,28,4
City Hotel,1,185,2017,May,19,12,2,3,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,114.3,0,0,Canceled,08-11-2016,2017-05-12,5,2,0,571.5,5,12,4
City Hotel,1,16,2016,October,44,29,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,140.0,0,2,Canceled,24-10-2016,2016-10-29,3,2,0,420.0,10,29,5
City Hotel,1,229,2017,July,28,12,1,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,0.0,0,Transient,110.0,0,0,Canceled,25-11-2016,2017-07-12,5,2,0,550.0,7,12,2
City Hotel,1,158,2016,May,22,24,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0.0,31,Transient,130.0,0,0,Canceled,18-01-2016,2016-05-24,2,1,0,260.0,5,24,1
City Hotel,0,17,2015,September,39,26,2,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,0.0,0,Transient-Party,170.0,0,0,Check-Out,30-09-2015,2015-09-26,4,1,0,680.0,9,26,5
Resort Hotel,0,149,2017,July,30,26,0,4,2,2,0,BB,CHE,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0.0,0,Transient,211.25,0,0,Check-Out,30-07-2017,2017-07-26,4,4,0,845.0,7,26,2
Resort Hotel,0,163,2015,October,43,23,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient-Party,47.0,0,1,Check-Out,26-10-2015,2015-10-23,3,1,0,141.0,10,23,4
Resort Hotel,0,1,2016,August,33,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,149.0,0,0,Check-Out,12-08-2016,2016-08-11,1,1,0,149.0,8,11,3
Resort Hotel,0,81,2016,April,15,3,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,52.2,0,1,Check-Out,08-04-2016,2016-04-03,5,2,0,261.0,4,3,6
City Hotel,0,91,2017,April,14,2,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,117.0,0,4,Check-Out,06-04-2017,2017-04-02,4,2,0,468.0,4,2,6
City Hotel,0,122,2016,April,16,15,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,151.0,0.0,56,Transient-Party,85.0,0,0,Check-Out,17-04-2016,2016-04-15,2,2,0,170.0,4,15,4
City Hotel,1,143,2016,November,47,17,0,1,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,84.6,0,1,Canceled,15-08-2016,2016-11-17,1,1,0,84.6,11,17,3
Resort Hotel,0,120,2015,August,32,4,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0.0,0,Transient-Party,90.95,0,1,Check-Out,11-08-2015,2015-08-04,7,2,0,636.65,8,4,1
City Hotel,1,113,2016,February,9,25,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,0.0,44,Transient,75.0,0,0,Canceled,18-12-2015,2016-02-25,3,2,1,225.0,2,25,3
City Hotel,1,395,2016,March,13,21,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0.0,0,Transient,62.8,0,0,Canceled,10-08-2015,2016-03-21,3,2,1,188.39999999999998,3,21,0
City Hotel,1,391,2016,August,32,4,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,59.0,0,0,Canceled,21-10-2015,2016-08-04,1,1,0,59.0,8,4,3
City Hotel,0,71,2017,July,27,7,1,2,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,150.0,0,1,Check-Out,10-07-2017,2017-07-07,3,2,0,450.0,7,7,4
Resort Hotel,0,7,2017,March,9,2,1,3,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,0.0,223.0,0,Transient-Party,29.0,0,0,Check-Out,06-03-2017,2017-03-02,4,1,0,116.0,3,2,3
City Hotel,1,151,2015,July,30,25,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0.0,0,Transient-Party,86.0,0,0,Canceled,09-07-2015,2015-07-25,3,2,1,258.0,7,25,5
City Hotel,1,169,2017,June,23,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,0.0,0,Transient,170.0,0,0,Canceled,21-12-2016,2017-06-08,3,2,0,510.0,6,8,3
City Hotel,0,158,2016,May,22,25,0,4,2,1,0,BB,AUT,Online TA,TA/TO,0,0,0,A,D,13,No Deposit,9.0,0.0,0,Transient,114.75,0,1,Check-Out,29-05-2016,2016-05-25,4,3,0,459.0,5,25,2
Resort Hotel,1,50,2016,October,44,29,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,88.0,0,1,Canceled,19-10-2016,2016-10-29,1,2,0,88.0,10,29,5
City Hotel,0,0,2017,July,27,2,1,0,2,0,0,SC,PRT,Direct,Direct,0,0,0,B,B,1,No Deposit,0.0,0.0,0,Transient,98.0,0,0,Check-Out,03-07-2017,2017-07-02,1,2,0,98.0,7,2,6
City Hotel,0,73,2017,July,30,24,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,159.0,0.0,0,Transient,147.5,0,0,Check-Out,28-07-2017,2017-07-24,4,2,0,590.0,7,24,0
City Hotel,0,0,2016,April,18,28,0,1,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,94.0,0.0,0,Transient-Party,45.0,0,2,Check-Out,29-04-2016,2016-04-28,1,1,0,45.0,4,28,3
Resort Hotel,0,0,2017,May,18,5,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,80.0,0,0,Check-Out,07-05-2017,2017-05-05,2,2,0,160.0,5,5,4
City Hotel,1,316,2016,May,21,19,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,Canceled,22-10-2015,2016-05-19,2,2,0,124.0,5,19,3
City Hotel,0,158,2017,March,13,27,1,1,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0.0,0,Transient-Party,95.0,0,0,Check-Out,29-03-2017,2017-03-27,2,2,0,190.0,3,27,0
